"Area","AreaName","StateAb","State","CountyTownName"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (SHELBURNE)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (MONROE)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","HAMPSHIRE (PLAINFIELD)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","NANTUCKET (NANTUCKET)"
"2500004","North Central Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","WORCESTER (ATHOL)"
"2500004","North Central Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","WORCESTER (HARDWICK)"
"2500004","North Central Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","WORCESTER (PETERSHAM)"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ALCONA"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ALGER"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ALLEGAN"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ALPENA"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ANTRIM"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ARENAC"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","BARAGA"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","BENZIE"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","BRANCH"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","CHARLEVOIX"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","CHEBOYGAN"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","CHIPPEWA"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","CLARE"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","CRAWFORD"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","DELTA"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","DICKINSON"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","EMMET"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","GLADWIN"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","GOGEBIC"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","GRAND TRAVERSE"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","GRATIOT"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","HILLSDALE"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","HOUGHTON"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","HURON"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","IONIA"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","IOSCO"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","IRON"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ISABELLA"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","KALKASKA"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","KEWEENAW"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","LAKE"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","LEELANAU"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","LENAWEE"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","LUCE"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MACKINAC"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MANISTEE"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MARQUETTE"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MASON"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MECOSTA"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MENOMINEE"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MISSAUKEE"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","MONTMORENCY"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","NEWAYGO"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","OCEANA"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","OGEMAW"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ONTONAGON"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","OSCEOLA"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","OSCODA"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","OTSEGO"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","PRESQUE ISLE"
"2600002","Northeast Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ROSCOMMON"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","ST JOSEPH"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","SANILAC"
"2600001","Upper Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","SCHOOLCRAFT"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","SHIAWASSEE"
"2600004","Balance of Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","TUSCOLA"
"2600003","Northwest Lower Peninsula of Michigan nonmetropolitan area","MI","MICHIGAN","WEXFORD"
"2700002","Northeast Minnesota nonmetropolitan area","MN","MINNESOTA","AITKIN"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","BECKER"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","BELTRAMI"
"2700003","Southwest Minnesota nonmetropolitan area","MN","MINNESOTA","BIG STONE"
"2700004","Southeast Minnesota nonmetropolitan area","MN","MINNESOTA","BROWN"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","CASS"
"2700003","Southwest Minnesota nonmetropolitan area","MN","MINNESOTA","CHIPPEWA"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","CLEARWATER"
"2700002","Northeast Minnesota nonmetropolitan area","MN","MINNESOTA","COOK"
"2700003","Southwest Minnesota nonmetropolitan area","MN","MINNESOTA","COTTONWOOD"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","CROW WING"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","DOUGLAS"
"2700004","Southeast Minnesota nonmetropolitan area","MN","MINNESOTA","FARIBAULT"
"2700004","Southeast Minnesota nonmetropolitan area","MN","MINNESOTA","FREEBORN"
"2700004","Southeast Minnesota nonmetropolitan area","MN","MINNESOTA","GOODHUE"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","GRANT"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","HUBBARD"
"2700002","Northeast Minnesota nonmetropolitan area","MN","MINNESOTA","ITASCA"
"2700003","Southwest Minnesota nonmetropolitan area","MN","MINNESOTA","JACKSON"
"2700002","Northeast Minnesota nonmetropolitan area","MN","MINNESOTA","KANABEC"
"2700003","Southwest Minnesota nonmetropolitan area","MN","MINNESOTA","KANDIYOHI"
"2700001","Northwest Minnesota nonmetropolitan area","MN","MINNESOTA","KITTSON"
"2700002","Northeast Minnesota nonmetropolitan area","MN","MINNESOTA","KOOCHICHING"
"2700003","Southwest Minnesota nonmetropolitan area","MN","MINNESOTA","LAC QUI PARLE"
"2700002","Northeast Minnesota nonmetropolitan area","MN","MINNESOTA","LAKE"
"500004","South Arkansas nonmetropolitan area","AR","ARKANSAS","OUACHITA"
"500002","East Arkansas nonmetropolitan area","AR","ARKANSAS","PHILLIPS"
"500003","West Arkansas nonmetropolitan area","AR","ARKANSAS","PIKE"
"500003","West Arkansas nonmetropolitan area","AR","ARKANSAS","POLK"
"500003","West Arkansas nonmetropolitan area","AR","ARKANSAS","POPE"
"500002","East Arkansas nonmetropolitan area","AR","ARKANSAS","PRAIRIE"
"500002","East Arkansas nonmetropolitan area","AR","ARKANSAS","RANDOLPH"
"500002","East Arkansas nonmetropolitan area","AR","ARKANSAS","SAINT FRANCIS"
"500003","West Arkansas nonmetropolitan area","AR","ARKANSAS","SCOTT"
"500001","North Arkansas nonmetropolitan area","AR","ARKANSAS","SEARCY"
"500004","South Arkansas nonmetropolitan area","AR","ARKANSAS","SEVIER"
"500001","North Arkansas nonmetropolitan area","AR","ARKANSAS","SHARP"
"500001","North Arkansas nonmetropolitan area","AR","ARKANSAS","STONE"
"500004","South Arkansas nonmetropolitan area","AR","ARKANSAS","UNION"
"500001","North Arkansas nonmetropolitan area","AR","ARKANSAS","VAN BUREN"
"500001","North Arkansas nonmetropolitan area","AR","ARKANSAS","WHITE"
"500001","North Arkansas nonmetropolitan area","AR","ARKANSAS","WOODRUFF"
"500003","West Arkansas nonmetropolitan area","AR","ARKANSAS","YELL"
"600002","Eastern Sierra Region of California nonmetropolitan area","CA","CALIFORNIA","ALPINE"
"600001","Mother Lode Region of California nonmetropolitan area","CA","CALIFORNIA","AMADOR"
"600001","Mother Lode Region of California nonmetropolitan area","CA","CALIFORNIA","CALAVERAS"
"600004","North Valley Region of California nonmetropolitan area","CA","CALIFORNIA","COLUSA"
"600003","North Coast Region of California nonmetropolitan area","CA","CALIFORNIA","DEL NORTE"
"600004","North Valley Region of California nonmetropolitan area","CA","CALIFORNIA","GLENN"
"600003","North Coast Region of California nonmetropolitan area","CA","CALIFORNIA","HUMBOLDT"
"600002","Eastern Sierra Region of California nonmetropolitan area","CA","CALIFORNIA","INYO"
"600003","North Coast Region of California nonmetropolitan area","CA","CALIFORNIA","LAKE"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","LASSEN"
"600001","Mother Lode Region of California nonmetropolitan area","CA","CALIFORNIA","MARIPOSA"
"600003","North Coast Region of California nonmetropolitan area","CA","CALIFORNIA","MENDOCINO"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","MODOC"
"600002","Eastern Sierra Region of California nonmetropolitan area","CA","CALIFORNIA","MONO"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","NEVADA"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","PLUMAS"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","SIERRA"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","SISKIYOU"
"600004","North Valley Region of California nonmetropolitan area","CA","CALIFORNIA","TEHAMA"
"600005","Northern Mountains Region of California nonmetropolitan area","CA","CALIFORNIA","TRINITY"
"600001","Mother Lode Region of California nonmetropolitan area","CA","CALIFORNIA","TUOLUMNE"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","ALAMOSA"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","ARCHULETA"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","BACA"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","BENT"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","CHAFFEE"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","CHEYENNE"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","CONEJOS"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","COSTILLA"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","CROWLEY"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","CUSTER"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","DELTA"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","DOLORES"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","EAGLE"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","FREMONT"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","GARFIELD"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","GRAND"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","GUNNISON"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","HINSDALE"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","HUERFANO"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","JACKSON"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","KIOWA"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","KIT CARSON"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","LAKE"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","LA PLATA"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","LAS ANIMAS"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","LINCOLN"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","LOGAN"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","MINERAL"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","MOFFAT"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","MONTEZUMA"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","MONTROSE"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","MORGAN"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","OTERO"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","OURAY"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","PHILLIPS"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","PITKIN"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","PROWERS"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","RIO BLANCO"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","RIO GRANDE"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","ROUTT"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","SAGUACHE"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","SAN JUAN"
"800002","Southwest Colorado nonmetropolitan area","CO","COLORADO","SAN MIGUEL"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","SEDGWICK"
"2000004","Southeast Kansas nonmetropolitan area","KS","KANSAS","FRANKLIN"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","GEARY"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","GOVE"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","GRAHAM"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","GRANT"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","GRAY"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","GREELEY"
"2000004","Southeast Kansas nonmetropolitan area","KS","KANSAS","GREENWOOD"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","HAMILTON"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","HARPER"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","HASKELL"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","HODGEMAN"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","JEWELL"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","KEARNY"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","KIOWA"
"2000004","Southeast Kansas nonmetropolitan area","KS","KANSAS","LABETTE"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","LANE"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","LINCOLN"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","LOGAN"
"2000004","Southeast Kansas nonmetropolitan area","KS","KANSAS","LYON"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","MCPHERSON"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","MARION"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","MARSHALL"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","MEADE"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","MITCHELL"
"2000004","Southeast Kansas nonmetropolitan area","KS","KANSAS","MONTGOMERY"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","MORRIS"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","MORTON"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","NEMAHA"
"2000004","Southeast Kansas nonmetropolitan area","KS","KANSAS","NEOSHO"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","NESS"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","NORTON"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","OSBORNE"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","OTTAWA"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","PAWNEE"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","PHILLIPS"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","PRATT"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","RAWLINS"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","RENO"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","REPUBLIC"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","RICE"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","ROOKS"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","RUSH"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","RUSSELL"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","SALINE"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","SCOTT"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","SEWARD"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","SHERIDAN"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","SHERMAN"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","SMITH"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","STAFFORD"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","STANTON"
"2000001","Southwest Kansas nonmetropolitan area","KS","KANSAS","STEVENS"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","THOMAS"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","TREGO"
"2000002","Northwest Kansas nonmetropolitan area","KS","KANSAS","WALLACE"
"2000003","Northeast Kansas nonmetropolitan area","KS","KANSAS","WASHINGTON"
"800003","Northwest Colorado nonmetropolitan area","CO","COLORADO","SUMMIT"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","WASHINGTON"
"800001","Eastern and Southern Colorado nonmetropolitan area","CO","COLORADO","YUMA"
"900001","Connecticut nonmetropolitan area","CT","CONNECTICUT","LITCHFIELD (CANAAN)"
"900001","Connecticut nonmetropolitan area","CT","CONNECTICUT","LITCHFIELD (COLEBROOK)"
